ip,isp,org_name,country_code,country_name,region_code,region_name,city,lat,lon,connection_type,is_cellular,is_proxy,is_vpn
109.70.100.29,Foundation for Applied Privacy,,AT,,,Wien,Gemeindebezirk Wieden,48.19198,16.36714,,,,
109.70.100.30,Foundation for Applied Privacy,,AT,,,Wien,Gemeindebezirk Wieden,48.19198,16.36714,,,,
109.70.100.32,Foundation for Applied Privacy,,AT,,,Wien,Gemeindebezirk Wieden,48.19198,16.36714,,,,
109.70.100.36,Foundation for Applied Privacy,,AT,,,Wien,Gemeindebezirk Wieden,48.19198,16.36714,,,,
132.255.210.116,Conective S.a. De C.V.,,SV,,,Departamento de San Miguel,San Miguel,13.48333,-88.18333,,,,
132.255.210.118,Conective S.a. De C.V.,,SV,,,Departamento de San Miguel,San Miguel,13.48333,-88.18333,,,,
132.255.210.120,Conective S.a. De C.V.,,SV,,,Departamento de San Miguel,San Miguel,13.48333,-88.18333,,,,
132.255.210.121,Conective S.a. De C.V.,,SV,,,Departamento de San Miguel,San Miguel,13.48333,-88.18333,,,,
136.226.54.207,"Zscaler, Inc.",,US,,,Oregon,Beaverton,45.48706,-122.80371,,,,
138.204.24.202,COPEL TelecomunicaÔÔes S.A.,,BR,,,Paraná,Curitiba,-25.42778,-49.27306,mobile,,,
138.34.66.217,"WorldLinx Telecommunications, Inc.",,CA,,,Ontario,Ottawa,45.41117,-75.69812,,,,
138.34.66.218,"WorldLinx Telecommunications, Inc.",,CA,,,Ontario,Ottawa,45.41117,-75.69812,,,,
138.34.66.244,"WorldLinx Telecommunications, Inc.",,CA,,,Ontario,Ottawa,45.41117,-75.69812,,,,
14.143.168.230,Tata Communications Limited,,IN,,,State of Mahārāshtra,Prabhadevi,19.0164,72.8294,,,,
146.120.220.234,Kupar Igor Yuryevich,,UA,,,Vinnytsya Oblast,Vinnytsya,49.2322,28.46871,,,,
146.70.34.82,M247 Ltd.,,US,,,New Jersey,Secaucus,40.78955,-74.05653,,,,
151.80.148.159,OVH SAS,,PL,,,Lower Silesian Voivodeship,Rejon placu Świętego Macieja,51.12056,17.03761,mobile,,,
154.16.49.53,AS174,,US,,,District of Columbia,Washington,38.89511,-77.03637,,,,
159.65.43.19,"DigitalOcean, LLC",,US,,,New Jersey,Clifton,40.85843,-74.16376,mobile,,,
162.219.176.3,VAT ID IT03297800546,,IT,,,Umbria,Oliveto,43.12357,12.3688,mobile,,,
162.247.72.199,The Calyx Institute,,US,,,New York,New York City,40.71427,-74.00597,,,,
162.247.74.74,The Calyx Institute,,US,,,New York,New York City,40.71427,-74.00597,,,,
166.70.207.2,"XMission, L.C.",,US,,,Utah,Salt Lake City,40.76078,-111.89105,,,,
167.86.81.208,Contabo GmbH,,DE,,,Bavaria,Balanstraße-West,48.1036,11.60559,mobile,,,
170.246.87.138,SERVICABLE CIA. LTDA.,,EC,,,Provincia del Azuay,Hacienda Semeria,-2.9,-79.03333,broadband,,,
170.84.205.129,Pampacom S.R.L.,,AR,,,Santa Fe Province,Venado Tuerto,-33.74556,-61.96885,,,,
171.25.193.20,Foreningen digitala fri- och rattigheter,,SE,,,Stockholm County,Stockholm,59.32938,18.06871,,,,
171.25.193.78,Foreningen digitala fri- och rattigheter,,SE,,,Stockholm County,Stockholm,59.32938,18.06871,,,,
177.129.156.17,New Speed Internet Banda Larga,,BR,,,Sergipe,Canindé de São Francisco,-9.66,-37.78944,,,,
177.136.84.191,ACCESS AIR SOCIEDAD SIMPLE,,AR,,,Ciudad Autónoma de Buenos Aires,Buenos Aires,-34.61315,-58.37723,,,,
177.54.151.189,Maxihost LTDA,,BR,,,São Paulo,São Paulo,-23.5475,-46.63611,,,,
177.54.151.250,Maxihost LTDA,,BR,,,São Paulo,São Paulo,-23.5475,-46.63611,,,,
177.74.183.10,Mega NET Turbo,,BR,,,Goiás,São Luís de Montes Belos,-16.525,-50.37222,,,,
178.134.153.205,JSC Silknet,,GE,,,Imereti,Samtredia,42.1537,42.33517,broadband,,,
178.20.55.18,Ielo-liazo Services SAS,,FR,,,Auvergne-Rhône-Alpes,Saint-Martin-Bellevue,45.96262,6.15763,,,,
181.214.199.92,Servers Australia Pty. Ltd,,AU,,,State of South Australia,Campbelltown,-34.88333,138.66667,,,,
184.170.240.230,Total server solutions LLC,,US,,,Arizona,Phoenix,33.44838,-112.07404,,,,
184.75.221.115,Amanah Tech Inc.,,IT,,,Umbria,Perugia,43.1122,12.38878,,,,
185.100.86.128,Flokinet Ltd,,FI,,,Uusimaa,Helsinki,60.16952,24.93545,,,,
185.100.86.74,Flokinet Ltd,,FI,,,Uusimaa,Helsinki,60.16952,24.93545,,,,
185.100.87.202,FlokiNET Ltd,,RO,,,București,Bucharest,44.43225,26.10626,,,,
185.100.87.41,FlokiNET Ltd,,RO,,,București,Bucharest,44.43225,26.10626,,,,
185.100.87.72,FlokiNET Ltd,,RO,,,București,Bucharest,44.43225,26.10626,,,,
185.129.61.5,Forening for DotSrc,,DK,,,Region Hovedstaden,Græsted,56.06558,12.28512,,,,
185.143.220.236,LLC Baxet,,RU,,,Moskva,Zelenograd,55.9825,37.18139,,,,
185.153.176.120,Packethub S.A.,,BR,,,São Paulo,São Paulo,-23.5475,-46.63611,mobile,,,
185.153.176.134,Packethub S.A.,,BR,,,São Paulo,São Paulo,-23.5475,-46.63611,mobile,,,
185.153.176.194,Packethub S.A.,,BR,,,São Paulo,São Paulo,-23.5475,-46.63611,mobile,,,
185.153.176.34,Packethub S.A.,,BR,,,São Paulo,São Paulo,-23.5475,-46.63611,mobile,,,
185.153.176.5,Packethub S.A.,,BR,,,São Paulo,São Paulo,-23.5475,-46.63611,mobile,,,
185.153.176.93,Packethub S.A.,,BR,,,São Paulo,São Paulo,-23.5475,-46.63611,mobile,,,
185.170.114.25,netcup GmbH,,DE,,,Baden-Württemberg,Nordweststadt,49.02943,8.36643,,,,
185.185.170.27,Local Loop Oy,,FI,,,Uusimaa,Helsinki,60.16952,24.93545,,,,
185.186.142.34,Business Consulting LLC,,RU,,,Moskva,Ochakovo-Matveyevskoye,55.68432,37.44654,,,,
185.220.100.240,F3 Netze e.V.,,DE,,,Bavaria,Haßfurt,50.03521,10.5156,,,,
185.220.100.241,F3 Netze e.V.,,DE,,,Lower Saxony,Broitzem,52.23463,10.47718,,,,
185.220.100.242,F3 Netze e.V.,,DE,,,Bavaria,Haßfurt,50.03521,10.5156,,,,
185.220.100.244,F3 Netze e.V.,,DE,,,Bavaria,Haßfurt,50.03521,10.5156,,,,
185.220.100.245,F3 Netze e.V.,,DE,,,Bavaria,Haßfurt,50.03521,10.5156,,,,
185.220.100.246,F3 Netze e.V.,,DE,,,Bavaria,Haßfurt,50.03521,10.5156,,,,
185.220.100.248,F3 Netze e.V.,,DE,,,Bavaria,Haßfurt,50.03521,10.5156,,,,
185.220.100.249,F3 Netze e.V.,,DE,,,Lower Saxony,Broitzem,52.23463,10.47718,,,,
185.220.100.251,F3 Netze e.V.,,DE,,,Bavaria,Haßfurt,50.03521,10.5156,,,,
185.220.100.252,F3 Netze e.V.,,DE,,,Bavaria,Haßfurt,50.03521,10.5156,,,,
185.220.100.253,F3 Netze e.V.,,DE,,,Bavaria,Haßfurt,50.03521,10.5156,,,,
185.220.100.254,F3 Netze e.V.,,DE,,,Bavaria,Haßfurt,50.03521,10.5156,,,,
185.220.100.255,F3 Netze e.V.,,DE,,,Bavaria,Haßfurt,50.03521,10.5156,,,,
185.220.101.12,Artikel10 e.V.,,DE,,,Free and Hanseatic City of Hamburg,Hamburg-Nord,53.61757,10.01653,mobile,,,
185.220.101.129,CIA TRIAD SECURITY LLC,,GB,,,England,South Bank,51.50249,-0.11579,,,,
185.220.101.136,CIA TRIAD SECURITY LLC,,GB,,,England,South Bank,51.50249,-0.11579,,,,
185.220.101.140,CIA TRIAD SECURITY LLC,,GB,,,England,South Bank,51.50249,-0.11579,,,,
185.220.101.15,Artikel10 e.V.,,DE,,,Free and Hanseatic City of Hamburg,Hamburg-Nord,53.61757,10.01653,mobile,,,
185.220.101.152,CIA TRIAD SECURITY LLC,,GB,,,England,South Bank,51.50249,-0.11579,,,,
185.220.101.159,CIA TRIAD SECURITY LLC,,GB,,,England,South Bank,51.50249,-0.11579,,,,
185.220.101.162,CIA TRIAD SECURITY LLC,,GB,,,England,South Bank,51.50249,-0.11579,,,,
185.220.101.171,CIA TRIAD SECURITY LLC,,GB,,,England,South Bank,51.50249,-0.11579,,,,
185.220.101.174,CIA TRIAD SECURITY LLC,,GB,,,England,South Bank,51.50249,-0.11579,,,,
185.220.101.18,Artikel10 e.V.,,DE,,,Free and Hanseatic City of Hamburg,Hamburg-Nord,53.61757,10.01653,mobile,,,
185.220.101.181,CIA TRIAD SECURITY LLC,,GB,,,England,South Bank,51.50249,-0.11579,,,,
185.220.101.186,CIA TRIAD SECURITY LLC,,GB,,,England,South Bank,51.50249,-0.11579,,,,
185.220.101.19,Artikel10 e.V.,,DE,,,Free and Hanseatic City of Hamburg,Hamburg-Nord,53.61757,10.01653,mobile,,,
185.220.101.190,CIA TRIAD SECURITY LLC,,GB,,,England,South Bank,51.50249,-0.11579,,,,
185.220.101.23,Artikel10 e.V.,,DE,,,Free and Hanseatic City of Hamburg,Hamburg-Nord,53.61757,10.01653,mobile,,,
185.220.101.32,ForPrivacyNET,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.101.33,ForPrivacyNET,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.101.37,ForPrivacyNET,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.101.43,ForPrivacyNET,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.101.47,ForPrivacyNET,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.101.48,ForPrivacyNET,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.101.49,ForPrivacyNET,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.101.5,Artikel10 e.V.,,DE,,,Free and Hanseatic City of Hamburg,Hamburg-Nord,53.61757,10.01653,mobile,,,
185.220.101.50,ForPrivacyNET,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.101.54,ForPrivacyNET,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.101.6,Artikel10 e.V.,,DE,,,Free and Hanseatic City of Hamburg,Hamburg-Nord,53.61757,10.01653,mobile,,,
185.220.101.61,ForPrivacyNET,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.102.240,Zwiebelfreunde e.V.,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.102.241,Zwiebelfreunde e.V.,,DE,,,Lower Saxony,Broitzem,52.23463,10.47718,,,,
185.220.102.244,Zwiebelfreunde e.V.,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.102.245,Zwiebelfreunde e.V.,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.102.246,Zwiebelfreunde e.V.,,DE,,,Lower Saxony,Broitzem,52.23463,10.47718,,,,
185.220.102.247,Zwiebelfreunde e.V.,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.102.248,Zwiebelfreunde e.V.,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.102.249,Zwiebelfreunde e.V.,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.102.253,Zwiebelfreunde e.V.,,DE,,,Land Berlin,Berlin,52.52437,13.41053,,,,
185.220.102.4,Zwiebelfreunde e.V.,,DE,,,Lower Saxony,Broitzem,52.23463,10.47718,,,,
185.220.102.7,Zwiebelfreunde e.V.,,DE,,,Saxony,Dresden,51.05089,13.73832,,,,
185.220.102.8,Zwiebelfreunde e.V.,,DE,,,Saxony,Dresden,51.05089,13.73832,,,,
185.220.103.120,The Calyx Institute,,US,,,New York,Brooklyn,40.6501,-73.94958,mobile,,,
185.235.146.29,DATA-EXPERTISE,,FR,,,Occitanie,Toulouse,43.60426,1.44367,,,,
185.236.200.132,M247 Ltd.,,US,,,California,Los Angeles,34.05223,-118.24368,,,,
185.236.200.133,M247 Ltd.,,US,,,California,Los Angeles,34.05223,-118.24368,,,,
185.236.200.134,M247 Ltd.,,US,,,California,Los Angeles,34.05223,-118.24368,,,,
185.242.5.162,M247 Ltd.,,US,,,Nevada,Las Vegas,36.17497,-115.13722,mobile,,,
185.246.209.155,CDN77 - Chicago POP II,,US,,,Illinois,Chicago,41.85003,-87.65005,,,,
185.36.159.190,Wiland Ltd,,RU,,,Moskva,Moscow,55.75222,37.61556,,,,
185.38.175.132,Labitat,,DK,,,Region Hovedstaden,Copenhagen,55.67594,12.56553,,,,
185.56.80.65,NFOrce Entertainment BV,,SC,,,English River,Victoria,-4.62001,55.45501,,,,
185.65.134.166,31173 Services Netherlands,,NL,,,Provincie Noord-Holland,Amsterdam,52.37403,4.88969,,,,
185.83.214.69,IP Volume LTD,,NO,,,Oslo County,Oslo,59.91273,10.74609,,,,
186.24.8.2,PARE DE SUFRIR,,VE,,,Estado Sucre,Cumaná,10.45397,-64.18256,,,,
186.248.87.211,AMERICAN TOWER DO BRASIL-COMUNICAï¿½ï¿½O MULTIMï¿½DIA LT,,BR,,,Minas Gerais,Lourdes,-19.93143,-43.94331,,,,
187.141.149.162,Uninet S.A. de C.V.,,MX,,,Ciudad de México,Puente Sierra,19.33133,-99.21171,,,,
187.216.93.20,Uninet S.A. de C.V.,,MX,,,Ciudad de México,Mexico City,19.42847,-99.12766,,,,
187.217.246.82,Uninet S.A. de C.V.,,MX,,,Ciudad de México,Manantial Peña Pobre,19.29731,-99.18296,,,,
187.72.98.134,ALGAR TELECOM S/A,,BR,,,Minas Gerais,Contagem,-19.93167,-44.05361,,,,
188.130.139.178,Kontel LLC,,RU,,,Moskva,Moscow,55.75222,37.61556,,,,
189.148.143.20,GestiÃ³n de direccionamiento UniNet,,MX,,,Ciudad de México,Mexico City,19.42847,-99.12766,broadband,,,
190.103.240.4,Red Intercable Digital S.A.,,AR,,,Entre Ríos Province,Colón,-32.22312,-58.14426,,,,
190.216.232.92,WELLCOMM TECNOLOGIA C.A.,,VE,,,Distrito Capital,Caracas,10.48801,-66.87919,,,,
190.217.14.10,Lan-online C.A.,,VE,,,Distrito Capital,Caracas,10.48801,-66.87919,,,,
190.92.100.251,COOP. ELECTRICA DE TODD LTDA,,AR,,,Buenos Aires,Todd,-34.03128,-60.15422,,,,
191.96.185.11,Cogent Communications,,SC,,,English River,Victoria,-4.62001,55.45501,,,,
191.96.227.243,Cogent Communications,,US,,,New York,New York City,40.71427,-74.00597,,,,
192.154.198.203,Tefincom S.A. BR,,BR,,,São Paulo,São Paulo,-23.5475,-46.63611,,,,
192.154.198.24,Tefincom S.A. BR,,BR,,,São Paulo,São Paulo,-23.5475,-46.63611,,,,
192.158.15.201,UNIXCHOSTING.COM,,CA,,,Ontario,Toronto,43.70011,-79.4163,,,,
192.159.38.58,Kar-Tel LLC,,KZ,,,Nur-Sultan,Nur-Sultan,51.1801,71.44598,,,,
192.241.179.204,"DigitalOcean, LLC",,US,,,New York,New York City,40.71427,-74.00597,,,,
192.42.116.16,Not SURF Net,,NL,,,Provincie Noord-Holland,Amsterdam,52.37403,4.88969,,,,
193.110.95.34,Init7 (Switzerland) Ltd.,,CH,,,Canton de Berne,Port,47.11447,7.26018,,,,
194.208.68.180,TELEPORT,,AT,,,Vorarlberg,Schwarzach,47.44904,9.76213,broadband,,,
194.32.107.159,TerraHost,,NO,,,Oslo County,Oslo,59.91273,10.74609,,,,
194.44.216.110,UARNET-LL,,UA,,,Ternopil Oblast,Stara Yahilnytsia,48.97839,25.71039,,,,
194.44.220.196,UARNET-LL,,UA,,,Lvivska Oblast,Lviv,49.83826,24.02324,,,,
195.162.81.91,"Branch Enterprise ""Netgroup-Service""",,UA,,,Ivano-Frankivsk Oblast,Ivano-Frankivsk,48.92312,24.71248,,,,
195.93.148.161,HiLink LLC,,RU,,,Irkutsk Oblast,Rabocheye,52.29417,104.33639,,,,
198.144.121.43,ESecurity,,BZ,,,Belize District,Belize City,17.49952,-88.19756,,,,
198.144.149.82,Netminders Server Hosting,,CA,,,Ontario,Brown's Corners,43.85372,-79.3594,,,,
198.27.67.187,"OVH Hosting, Inc.",,CA,,,Québec,Montréal,45.50884,-73.58781,,,,
198.98.60.19,FranTech Solutions,,US,,,New York,Staten Island,40.56233,-74.13986,mobile,,,
199.195.253.119,FranTech Solutions,,US,,,New York,Staten Island,40.56233,-74.13986,mobile,,,
199.195.253.156,FranTech Solutions,,US,,,New York,Staten Island,40.56233,-74.13986,mobile,,,
199.195.253.162,FranTech Solutions,,US,,,New York,Staten Island,40.56233,-74.13986,mobile,,,
199.249.230.163,Quintex Alliance Consulting,,US,,,Texas,San Angelo,31.46377,-100.43704,,,,
200.123.228.197,Cable Selva Central S.A.C.,,PE,,,Junín,San Ramón,-11.12417,-75.35733,broadband,,,
200.35.85.154,Tealca,,VE,,,Distrito Capital,Caracas,10.48801,-66.87919,,,,
200.39.155.249,Airwiz Peru E.I.R.L,,PE,,,Amazonas,Chachapoyas,-6.23169,-77.86903,,,,
200.39.63.194,MKTEL SRL,,DO,,,Provincia de Santiago,Santiago de los Caballeros,19.4517,-70.69703,,,,
202.131.241.210,Mobinet LLC,,MN,,,Ulaanbaatar Hot,Ulan Bator,47.90771,106.88324,modem,,,
205.178.156.132,Aptitude Internet Solutions,,US,,,Missouri,Kansas City,39.09973,-94.57857,,,,
205.185.116.159,FranTech Solutions,,US,,,Nevada,Las Vegas,36.17497,-115.13722,mobile,,,
205.185.123.97,FranTech Solutions,,US,,,Nevada,Las Vegas,36.17497,-115.13722,mobile,,,
207.174.202.218,"432 INTERNET, LLC",,US,,,Texas,Leming,29.07302,-98.48418,,,,
209.127.24.30,Server Mania Inc,,CA,,,Québec,Verdun,45.45601,-73.57192,mobile,,,
209.141.45.189,FranTech Solutions,,US,,,Nevada,Las Vegas,36.17497,-115.13722,mobile,,,
212.102.41.42,Datacamp Limited,,US,,,Texas,Dallas,32.78306,-96.80667,,,,
212.192.246.95,Serverion LLC,,NL,,,Provincie Zuid-Holland,Brielle,51.90167,4.1625,,,,
212.241.30.16,OJSC Kyrgyztelecom,,KG,,,Naryn oblast,Naryn,41.42866,75.99111,broadband,,,
212.47.229.4,Online S.A.S.,,FR,,,Île-de-France,Paris,48.85341,2.3488,,,,
216.21.18.195,National Defense University,,US,,,Indiana,Rome,37.92339,-86.52359,,,,
217.113.26.235,GNC,,AM,,,Yerevan,Yerevan,40.18111,44.51361,,,,
217.79.179.7,myLoc managed IT AG,,DE,,,Nordrhein-Westfalen,Düsseldorf,51.22172,6.77616,,,,
23.154.177.3,Unredacted dba Universal Layer LLC,,NO,,,Oslo County,Oslo,59.91273,10.74609,,,,
23.154.177.4,Unredacted dba Universal Layer LLC,,NO,,,Oslo County,Oslo,59.91273,10.74609,,,,
23.154.177.5,Unredacted dba Universal Layer LLC,,NO,,,Oslo County,Oslo,59.91273,10.74609,,,,
23.236.146.166,B2 Net Solutions Inc.,,CA,,,Ontario,Vinemount,43.19816,-79.6766,,,,
31.170.19.149,DNET ITRisinajumi Ltd.,,LV,,,Rīga,Riga,56.946,24.10589,,,,
34.77.73.11,Google LLC,,US,,,California,The Greenhouse,37.41889,-122.10361,,,,
37.19.197.143,Datacamp Limited,,US,,,New York,New York City,40.71427,-74.00597,,,,
37.19.197.155,Datacamp Limited,,US,,,New York,New York City,40.71427,-74.00597,,,,
37.19.212.40,Datacamp Limited,,CA,,,Ontario,Toronto,43.70011,-79.4163,,,,
37.57.38.133,CONTENT DELIVERY NETWORK LTD,,UA,,,Kharkivska Oblast,Kharkiv,49.98081,36.25272,,,,
38.140.231.10,"PSINet, Inc.",,US,,,District of Columbia,West End,38.90706,-77.0497,,,,
4.28.96.166,"Level 3 Communications, Inc.",,US,,,New Jersey,Newark,40.73566,-74.17237,,,,
45.13.104.179,MilkyWan,,FR,,,Hauts-de-France,Sainghin-en-Mélantois,50.58836,3.16619,,,,
45.151.167.11,Artikel10 e.V.,,NL,,,Provincie Noord-Holland,Amsterdam,52.37403,4.88969,,,,
45.153.160.130,Moneroj s.r.o.,,NL,,,Provincie Noord-Holland,Amsterdam,52.37403,4.88969,,,,
45.153.160.133,Moneroj s.r.o.,,NL,,,Provincie Noord-Holland,Amsterdam,52.37403,4.88969,,,,
45.153.160.134,Moneroj s.r.o.,,NL,,,Provincie Noord-Holland,Amsterdam,52.37403,4.88969,,,,
45.154.168.39,Dorian GALIANA,,FR,,,Île-de-France,Paris,48.85341,2.3488,,,,
45.161.237.33,GIG@NET SOCIEDAD ANONIMA,,PY,,,Departamento del Alto Paraná,Microcentro,-25.50955,-54.61017,,,,
45.181.47.1,ASTESANO ALFREDO MARIO,,AR,,,Buenos Aires,Lobería,-38.15574,-58.7913,,,,
45.224.166.81,Porto NET Eireli - EPP,,BR,,,São Paulo,Sorocaba,-23.50167,-47.45806,,,,
45.226.49.15,Esadinet - Empresa De Servicos Adm. De Itubera LTD,,BR,,,Bahia,Ituberá,-13.73538,-39.14785,,,,
46.166.139.111,NFOrce Entertainment BV,,NL,,,Provincie Noord-Brabant,Roosendaal,51.53083,4.46528,,,,
46.29.218.6,Bitpro,,NO,,,Innlandet,Brumunddal,60.88095,10.93948,mobile,,,
49.231.140.125,Advanced Wireless Network Company Limited,,TH,,,Bangkok,Ratchathewi,13.759,100.53358,,,,
5.199.143.202,myLoc managed IT AG,,DE,,,Nordrhein-Westfalen,Düsseldorf,51.22172,6.77616,mobile,,,
5.2.69.50,The Infrastructure Group B.V.,,NL,,,Provincie Noord-Holland,Huiswaard,52.64592,4.76392,,,,
51.15.180.36,Online SAS,,FR,,,Île-de-France,Paris,48.85341,2.3488,mobile,,,
51.15.197.24,Online SAS,,FR,,,Île-de-France,Vitry-sur-Seine,48.78716,2.40332,,,,
51.15.235.211,Online SAS,,FR,,,Île-de-France,Vitry-sur-Seine,48.78716,2.40332,mobile,,,
51.15.244.188,Online SAS,,FR,,,Île-de-France,Vitry-sur-Seine,48.78716,2.40332,,,,
51.15.250.93,Online SAS,,FR,,,Île-de-France,Vitry-sur-Seine,48.78716,2.40332,mobile,,,
51.15.76.60,Online SAS,,NL,,,Provincie Noord-Holland,Amsterdam,52.37403,4.88969,mobile,,,
51.15.80.14,Online SAS,,NL,,,Provincie Noord-Holland,Amsterdam,52.37403,4.88969,mobile,,,
51.158.147.221,SCALEWAY,,NL,,,Provincie Noord-Holland,Amsterdam,52.37403,4.88969,mobile,,,
51.158.183.63,SCALEWAY,,NL,,,Provincie Noord-Holland,Amsterdam,52.37403,4.88969,mobile,,,
51.161.130.226,OVH Australia PTY LTD,,AU,,,State of New South Wales,North Sydney,-33.839,151.2072,mobile,,,
51.161.130.93,OVH Australia PTY LTD,,AU,,,State of New South Wales,North Sydney,-33.839,151.2072,mobile,,,
51.195.103.74,OVH GmbH,,DE,,,Hessen,Limburg an der Lahn,50.3836,8.0503,mobile,,,
51.38.233.93,OVH SAS,,FR,,,Hauts-de-France,Les Trois Ponts,50.68301,3.20095,,,,
51.81.33.224,OVH (NWK),,US,,,Virginia,Greenwich,38.74928,-77.64805,mobile,,,
62.102.148.68,Kustbandet AB,,SE,,,Stockholm County,Stockholm,59.32938,18.06871,,,,
65.21.103.123,Hetzner Online GmbH,,FI,,,Uusimaa,Tuusula,60.40368,25.02638,,,,
66.211.155.34,First Light Fiber,,US,,,Maine,Lewiston,44.10035,-70.21478,company,,,
67.213.221.3,"Hosting Services, Inc.",,US,,,Utah,Providence,41.70632,-111.81717,,,,
69.165.127.13,"Blackfoot Telephone Cooperative, Inc.",,US,,,Montana,Superior,47.19159,-114.8918,,,,
69.39.239.72,GigeNET,,US,,,Illinois,Arlington Heights,42.08836,-87.98063,,,,
70.32.0.208,GigeNET,,US,,,Illinois,Chicago,41.85003,-87.65005,,,,
74.114.232.162,"Midwest Telecom of America, Inc",,US,,,Illinois,Chicago,41.85003,-87.65005,,,,
78.142.193.246,xTom GmbH,,NL,,,Provincie Noord-Holland,Oud West,52.36643,4.86694,,,,
80.89.137.210,Joint Stock Company TransTeleCom,,RU,,,Novosibirsk Oblast,Novosibirsk,55.0415,82.9346,,,,
81.222.188.121,PJSC Vimpelcom,,RU,,,Moskva,Moscow,55.75222,37.61556,mobile,,,
81.222.189.26,PJSC Vimpelcom,,RU,,,Respublika Mariy-El,Krasnogorskiy,56.1525,48.32583,mobile,,,
81.6.43.9,Init7 (Switzerland) Ltd.,,CH,,,Kanton Zürich,Zürich,47.36667,8.55,company,,,
82.118.18.244,ITL LLC,,UA,,,Kharkivska Oblast,Kharkiv,49.98081,36.25272,,,,
84.53.225.118,PJSC Rostelecom,,RU,,,Vladimirskaya Oblast’,Vladimir,56.13655,40.39658,,,,
85.112.95.42,TerraNet sal,,LB,,,Beyrouth,Beirut,33.89332,35.50157,,,,
85.249.162.254,PJSC Vimpelcom,,RU,,,Volgograd Oblast,Leninsk,48.70233,45.19798,mobile,,,
